,user_id,launch_cnt,PV,ad_show_cnt,duration
20366,20366,2,0,5,328
20367,20367,69,0,19,601580
20368,20368,2,0,1,0
20369,20369,3,17,10,193745
20370,20370,3,0,7,106734
20371,20371,3,0,4,32881
20372,20372,12,1,7,460585
20373,20373,4,10,11,111767
20374,20374,14,2,9,468550
20375,20375,8,5,33,696937
20376,20376,19,2,3,122540
20377,20377,2,1,4,5003
20378,20378,7,5,5,74074
20379,20379,9,1,2,36278
20380,20380,2,0,4,0
20381,20381,2,0,7,0
20382,20382,2,0,3,3086
20383,20383,3,0,24,28179
20384,20384,145,2,51,1619534
20385,20385,6,0,8,270952
20386,20386,3,3,4,17411
20387,20387,5,0,13,269356
20388,20388,72,0,29,1775755
20389,20389,2,12,1,119405
20390,20390,5,0,3,119528
20391,20391,7,5,4,145048
20392,20392,2,0,8,0
20393,20393,5,4,4,127304
20394,20394,2,0,1,34
20395,20395,2,0,18,0
20396,20396,2,0,11,0
20397,20397,4,0,3,126353
20398,20398,4,2,2,12377
20399,20399,51,4,17,255384
20400,20400,15,0,10,1160899
20401,20401,3,0,2,92370
20402,20402,6,5,8,131805
20403,20403,2,0,1,0
20404,20404,2,0,10,0
20405,20405,3,37,19,440914
20406,20406,2,0,2,16418
20407,20407,6,5,12,249816
20408,20408,5,0,11,109697
20409,20409,10,0,4,204625
20410,20410,3,0,19,0
20411,20411,3,0,1,35827
20412,20412,3,1,1,12659
20413,20413,12,2,11,134866
20414,20414,2,0,8,0
20415,20415,17,0,7,404743
20416,20416,2,0,11,0
20417,20417,2,0,11,0
20418,20418,4,0,5,63913
20419,20419,2,0,5,0
20420,20420,6,0,13,98673
20421,20421,4,0,5,97925
20422,20422,4,0,6,77699
20423,20423,5,0,12,366370
20424,20424,2,0,1,1151
20425,20425,2,0,1,0
20426,20426,7,3,5,10150187
20427,20427,2,0,10,0
20428,20428,12,0,10,607771
20429,20429,97,2,72,446970
20430,20430,4,20,14,163420
20431,20431,14,9,8,245293
20432,20432,2,0,1,0
20433,20433,4,23,9,369946
20434,20434,2,0,8,0
20435,20435,2,0,5,0
20436,20436,5,4,1,32361
20437,20437,13,1,15,224507
20438,20438,3,6,4,81279
20439,20439,2,0,8,0
20440,20440,3,0,2,34958
20441,20441,22,1,7,245479
20442,20442,22,0,10,167088
20443,20443,5,12,9,135240
20444,20444,2,0,6,0
20445,20445,6,2,10,206698
20446,20446,8,10,15,265160
20447,20447,4,0,6,64702
20448,20448,8,4,10,878957
20449,20449,2,0,19,0
20450,20450,11,0,7,42328
20451,20451,37,0,28,383639
20452,20452,30,0,9,166752
20453,20453,2,0,6,0
20454,20454,6,0,8,128175
20455,20455,2,0,7,0
20456,20456,68,3,24,277080
20457,20457,2,0,11,0
20458,20458,2,0,3,301679
20459,20459,2,0,1,0
20460,20460,4,0,8,29470
20461,20461,122,1,113,2359753
20462,20462,4,0,16,240442
20463,20463,39,3,26,294477
20464,20464,5,5,8,32579
20465,20465,75,2,38,824460
20466,20466,3,0,2,0
20467,20467,17,0,10,518019
20468,20468,2,0,1,34602
20469,20469,2,0,1,0
20470,20470,3,8,1,59983
20471,20471,72,2,34,372713
20472,20472,28,2,25,911517
20473,20473,2,0,2,0
20474,20474,17,2,16,462175
20475,20475,2,0,16,103938
20476,20476,2,0,6,293047
20477,20477,2,0,1,4347
20478,20478,3,0,4,66608
20479,20479,2,0,1,3835
20480,20480,5,5,14,251416
20481,20481,5,0,3,25055
20482,20482,2,0,4,0
20483,20483,7,2,3,26050
20484,20484,24,2,19,908319
20485,20485,2,0,9,0
20486,20486,5,0,10,290583
20487,20487,4,0,2,0
20488,20488,2,0,14,0
20489,20489,2,0,3,187455
20490,20490,2,7,5,21055
20491,20491,2,0,1,0
20492,20492,7,2,1,117531
20493,20493,2,0,1,0
20494,20494,2,0,5,0
20495,20495,2,0,18,0
20496,20496,10,1,6,129577
20497,20497,4,0,2,6767
20498,20498,3,0,7,141510
20499,20499,2,0,5,0
20500,20500,40,1,39,996441
20501,20501,6,0,8,46589
20502,20502,2,0,4,9402
20503,20503,6,0,13,368965
20504,20504,8,0,14,610946
20505,20505,2,0,1,127289
20506,20506,2,0,4,0
20507,20507,2,0,3,0
20508,20508,2,0,4,0
20509,20509,33,0,22,223693
20510,20510,2,0,1,0
20511,20511,10,0,4,134498
20512,20512,82,1,33,1266825
20513,20513,2,0,7,0
20514,20514,2,0,2,0
20515,20515,2,0,9,0
20516,20516,26,8,9,188963
20517,20517,2,0,9,0
20518,20518,2,0,1,0
20519,20519,7,5,10,589563
20520,20520,2,7,2,28584
20521,20521,2,0,8,0
20522,20522,43,1,7,367869
20523,20523,5,0,13,342880
20524,20524,8,17,17,305567
20525,20525,2,0,6,125694
20526,20526,2,0,4,0
20527,20527,12,1,8,252777
20528,20528,9,2,3,40237
20529,20529,2,0,7,0
20530,20530,2,0,13,0
20531,20531,3,0,4,99765
20532,20532,2,0,9,0
20533,20533,12,0,9,133619
20534,20534,5,4,39,1053584
20535,20535,2,0,2,0
20536,20536,2,0,5,0
20537,20537,2,0,5,0
20538,20538,4,0,1,0
20539,20539,3,0,2,0
20540,20540,58,2,30,2206776
20541,20541,2,0,10,0
20542,20542,2,0,1,0
20543,20543,2,0,15,0
20544,20544,3,15,10,176526
20545,20545,2,0,4,0
20546,20546,126,3,83,1374626
20547,20547,11,7,7,617246
20548,20548,2,0,1,29185
20549,20549,3,0,6,0
20550,20550,3,0,21,162017
20551,20551,2,0,1,41468
20552,20552,9,0,11,114002
20553,20553,73,1,40,2037280
20554,20554,27,0,17,182959
20555,20555,2,0,1,0
20556,20556,3,0,5,44926
20557,20557,17,5,8,64696
20558,20558,14,5,10,646252
20559,20559,2,1,2,5285
20560,20560,6,8,6,136579
20561,20561,2,0,17,0
20562,20562,3,0,9,42108
20563,20563,2,0,6,0
20564,20564,2,0,3,0
20565,20565,3,0,6,23107
20566,20566,2,0,8,0
20567,20567,6,0,14,245252
20568,20568,27,6,8,108295
20569,20569,5,6,3,30445
20570,20570,7,4,16,305337
20571,20571,15,2,31,473655
20572,20572,3,0,12,207622
20573,20573,2,0,5,0
20574,20574,2,0,6,0
20575,20575,2,0,2,0
20576,20576,3,0,5,22066
20577,20577,3,9,9,60550
20578,20578,6,2,12,178251
20579,20579,6,48,24,544700
20580,20580,11,2,12,213416
20581,20581,4,7,4,225498
20582,20582,2,0,10,0
20583,20583,3,0,12,0
20584,20584,89,2,76,938137
20585,20585,2,0,1,0
20586,20586,5,3,2,142958
20587,20587,2,0,5,33125
20588,20588,2,0,4,16562
20589,20589,3,3,4,16151
20590,20590,9,0,10,393124
20591,20591,2,0,7,0
20592,20592,5,0,7,220175
20593,20593,3,0,3,28001
20594,20594,2,0,1,3740
20595,20595,3,0,20,151280
20596,20596,5,5,17,259326
20597,20597,11,0,7,233626
20598,20598,6,0,12,367821
20599,20599,8,0,35,746682
20600,20600,2,0,5,0
20601,20601,9,0,4,109410
20602,20602,7,8,7,189378
20603,20603,2,4,1,8528
20604,20604,143,2,78,2916028
20605,20605,3,1,3,135707
20606,20606,2,0,4,61740
20607,20607,3,0,11,0
20608,20608,3,0,1,57731
20609,20609,17,0,6,121380
20610,20610,2,0,4,0
20611,20611,2,0,1,30600
20612,20612,8,2,13,383658
20613,20613,15,2,3,275265
20614,20614,5,3,15,125074
20615,20615,2,0,7,0
20616,20616,2,0,1,0
20617,20617,6,0,2,105194
20618,20618,2,0,8,0
20619,20619,2,0,3,883636
20620,20620,3,1,4,83676
20621,20621,22,2,6,184358
20622,20622,2,0,10,0
20623,20623,26,0,10,670026
20624,20624,3,0,4,116199
20625,20625,2,0,6,0
20626,20626,34,3,13,229287
20627,20627,9,1,1,176043
20628,20628,3,0,3,62419
20629,20629,90,4,35,580879
20630,20630,9,1,3,153364
20631,20631,15,0,9,442870
20632,20632,3,12,10,73668
20633,20633,2,0,12,0
20634,20634,2,0,2,0
20635,20635,3,3,1,7542
20636,20636,2,10,10,129449
20637,20637,2,3,3,9995
20638,20638,94,0,44,752671
20639,20639,28,2,65,2180292
20640,20640,3,0,2,45828
20641,20641,2,0,3,0
20642,20642,4,2,6,270255
20643,20643,5,11,3,138146
20644,20644,12,5,2,512679
20645,20645,2,0,1,9300
20646,20646,83,4,55,1027031
20647,20647,2,0,5,0
20648,20648,3,0,13,221748
20649,20649,2,0,4,0
20650,20650,2,0,9,0
20651,20651,7,12,7,131128
20652,20652,4,0,1,42202
20653,20653,21,10,15,902176
20654,20654,4,0,1,91106
20655,20655,22,5,27,767381
20656,20656,2,0,7,0
20657,20657,10,16,16,224509
20658,20658,17,31,25,738583
20659,20659,4,0,11,233460
20660,20660,3,0,2,43410
20661,20661,4,2,6,49692
20662,20662,110,3,51,3382801
20663,20663,7,0,11,198295
20664,20664,2,0,15,0
20665,20665,57,0,21,565836
20666,20666,4,0,5,0
20667,20667,31,2,36,880082
20668,20668,2,0,1,0
20669,20669,6,1,5,88736
20670,20670,2,0,1,0
20671,20671,7,2,4,64803
20672,20672,3,0,1,143826
20673,20673,2,0,4,14186
20674,20674,6,7,37,567500
20675,20675,7,0,9,233806
20676,20676,73,2,34,822222
20677,20677,2,0,1,201
20678,20678,2,0,10,0
20679,20679,2,0,5,0
20680,20680,7,2,3,92144
20681,20681,29,3,25,2186110
20682,20682,4,0,8,148794
20683,20683,2,0,8,0
20684,20684,7,16,11,138013
20685,20685,2,0,1,0
20686,20686,3,0,8,63454
20687,20687,2,0,6,0
20688,20688,10,1,4,342971
20689,20689,3,0,5,166177
20690,20690,2,1,1,4192
20691,20691,11,1,11,261875
20692,20692,2,2,9,408
20693,20693,2,0,5,0
20694,20694,2,0,1,0
20695,20695,2,0,2,194
20696,20696,21,2,12,207936
20697,20697,4,0,2,12953
20698,20698,2,1,1,2008
20699,20699,64,2,54,2110149
20700,20700,3,0,9,5911
20701,20701,3,0,11,83245
20702,20702,2,0,4,0
20703,20703,3,29,10,164153
20704,20704,2,10,6,66212
20705,20705,3,3,2,18045
20706,20706,11,2,15,331546
20707,20707,3,0,1,391303094
20708,20708,19,2,17,315779
20709,20709,6,1,2,55671
20710,20710,13,0,17,316864
20711,20711,4,0,4,57014
20712,20712,12,3,9,197418
20713,20713,3,0,1,0
20714,20714,4,0,4,75614
20715,20715,20,3,9,324275
20716,20716,3,0,5,0
20717,20717,2,0,9,0
20718,20718,14,2,6,24584
20719,20719,2,0,8,0
20720,20720,2,5,17,4495
20721,20721,4,2,2,22793
20722,20722,3,14,8,120513
20723,20723,77,1,79,1666314
20724,20724,3,0,6,52563
20725,20725,2,0,1,0
20726,20726,4,0,11,129248
20727,20727,8,5,7,33454
20728,20728,56,0,23,1568672
20729,20729,2,0,17,0
20730,20730,74,4,36,381379
20731,20731,44,5,47,653180
20732,20732,13,1,10,501242
20733,20733,2,0,4,0
20734,20734,6,0,5,196902
20735,20735,5,11,4,319692
20736,20736,13,12,10,91662
20737,20737,2,0,3,0
20738,20738,2,0,7,0
20739,20739,2,0,7,0
20740,20740,69,2,44,638861
20741,20741,6,5,26,711596
20742,20742,16,1,6,113812
20743,20743,2,0,9,0
20744,20744,6,0,7,106450
20745,20745,2,0,9,0
20746,20746,5,0,2,11346
20747,20747,9,0,6,23996259
20748,20748,3,0,2,11582
20749,20749,88,5,28,904296
20750,20750,2,0,6,0
20751,20751,3,22,10,247042
20752,20752,2,0,1,0
20753,20753,5,20,5,265046
20754,20754,27,1,29,720601
20755,20755,102,2,44,1239527
20756,20756,3,0,2,0
20757,20757,2,0,1,0
20758,20758,2,0,2,0
20759,20759,2,0,12,0
20760,20760,2,0,6,0
20761,20761,2,10,4,61484
20762,20762,2,0,1,0
20763,20763,19,21,15,283241
20764,20764,3,0,1,71438
20765,20765,19,1,10,144316
20766,20766,21,0,18,256100
20767,20767,2,10,4,83537
20768,20768,118,3,69,21882955
20769,20769,4,0,2,73929
20770,20770,2,14,4,181461
20771,20771,3,0,2,58952
20772,20772,20,0,7,25480
20773,20773,4,0,2,99008
20774,20774,2,0,8,0
20775,20775,76,2,10,820532
20776,20776,3,11,2,83808
20777,20777,4,41,50,847919
20778,20778,3,0,9,208551
20779,20779,4,0,4,37436
20780,20780,2,0,1,0
20781,20781,9,1,6,81451
20782,20782,2,0,1,0
20783,20783,2,0,21,4294
20784,20784,3,0,4,242683
20785,20785,3,0,2,88295
20786,20786,3,12,3,53802
20787,20787,4,0,3,108725
20788,20788,2,0,3,0
20789,20789,3,0,1,82605
20790,20790,2,0,2,0
20791,20791,9,0,2,52949
20792,20792,2,0,3,0
20793,20793,12,1,6,349174
20794,20794,3,0,11,0
20795,20795,2,0,1,0
20796,20796,3,0,4,0
20797,20797,2,0,1,0
20798,20798,16,6,3,83242
20799,20799,3,3,1,6580
20800,20800,2,15,2,68719
20801,20801,8,5,9,213182
20802,20802,2,0,3,0
20803,20803,3,0,2,268421
20804,20804,5,0,5,126467
20805,20805,37,5,36,904212
20806,20806,2,0,9,0
20807,20807,2,0,6,0
20808,20808,3,0,2,64735
20809,20809,3,0,8,131485
20810,20810,3,0,1,45763
20811,20811,36,4,24,709822
20812,20812,2,0,3,0
20813,20813,2,0,8,0
20814,20814,2,0,6,52950
20815,20815,4,0,14,207238
20816,20816,6,0,6,150843
20817,20817,2,0,12,217602
20818,20818,33,0,7,304873
20819,20819,3,4,4,27851
20820,20820,14,2,7,272384
20821,20821,2,0,12,0
20822,20822,2,0,1,2907
20823,20823,2,0,9,0
20824,20824,7,0,16,59298
20825,20825,2,0,9,0
20826,20826,10,0,19,153110
20827,20827,141,1,40,1722115
20828,20828,2,0,5,0
20829,20829,5,2,1,20930
20830,20830,6,0,8,80089
20831,20831,7,26,9,172631
20832,20832,2,0,9,0
20833,20833,8,9,11,415408
20834,20834,16,1,7,96948
20835,20835,41,1,112,3176400
20836,20836,2,0,6,0
20837,20837,6,1,14,154706
20838,20838,3,0,12,313493
20839,20839,3,16,7,367680
20840,20840,2,0,4,0
20841,20841,3,0,12,351018
20842,20842,68,3,33,322484
20843,20843,2,0,4,0
20844,20844,3,0,2,0
20845,20845,67,0,52,1191464
20846,20846,2,0,15,0
20847,20847,34,3,12,345462
20848,20848,5,0,16,194387
20849,20849,5,0,3,0
20850,20850,6,1,5,232924
20851,20851,2,0,4,0
20852,20852,2,0,4,0
20853,20853,2,0,8,0
20854,20854,35,5,11,188041
20855,20855,28,5,14,841578
20856,20856,2,0,14,0
20857,20857,2,0,7,0
20858,20858,2,0,3,0
20859,20859,5,1,5,97445
20860,20860,6,0,1,37203
20861,20861,2,0,6,0
20862,20862,2,0,5,0
20863,20863,11,2,6,185346
20864,20864,2,0,8,0
20865,20865,4,5,14,180658
20866,20866,2,0,10,0
20867,20867,8,2,9,136829
20868,20868,2,0,7,0
20869,20869,3,0,4,17307
20870,20870,124,4,15,6433323
20871,20871,5,0,7,93111
20872,20872,2,0,5,0
20873,20873,2,0,4,0
20874,20874,2,0,11,0
20875,20875,2,0,7,0
20876,20876,2,0,4,0
20877,20877,2,0,6,0
20878,20878,8,36,9,764922
20879,20879,2,0,1,0
20880,20880,8,1,6,246983
20881,20881,6,0,8,976737
20882,20882,2,0,5,0
20883,20883,2,7,3,34707
20884,20884,28,1,87,2517492
20885,20885,12,0,121,3615430
20886,20886,4,4,3,50017
20887,20887,2,0,16,0
20888,20888,2,0,6,0
20889,20889,5,1,2,119500
20890,20890,2,0,4,13018
20891,20891,2,0,1,0
20892,20892,11,0,13,281295
20893,20893,2,0,9,0
20894,20894,2,0,5,0
20895,20895,2,0,8,0
20896,20896,4,0,2,21811
20897,20897,5,2,5,280588
20898,20898,2,0,16,0
20899,20899,101,3,49,836898
20900,20900,6,0,2,1605
20901,20901,3,2,11,16779
20902,20902,15,0,9,322316
20903,20903,4,2,1,96788
20904,20904,2,0,4,0
20905,20905,3,0,6,147687
20906,20906,3,4,4,26709
20907,20907,7,2,2,44475
20908,20908,39,0,16,373225
20909,20909,3,0,8,174524
20910,20910,3,0,2,13914
20911,20911,14,0,6,136382
20912,20912,4,0,2,7869
20913,20913,49,1,40,341533
20914,20914,25,4,29,607441
20915,20915,2,0,1,3476
20916,20916,3,1,11,55863
20917,20917,2,1,2,9476
20918,20918,3,0,1,16518
20919,20919,12,0,45,1634907
20920,20920,3,14,10,109280
20921,20921,2,0,3,0
20922,20922,67,0,29,724318
20923,20923,2,0,7,0
20924,20924,9,1,5,67576
20925,20925,2,0,5,0
20926,20926,2,0,4,0
20927,20927,9,0,27,564842
20928,20928,4,3,2,54111
20929,20929,2,2,2,3983
20930,20930,5,0,3,20474
20931,20931,2,0,1,0
20932,20932,39,1,31,880468
20933,20933,53,0,1,682500
20934,20934,3,0,2,0
20935,20935,3,0,1,0
20936,20936,2,0,2,0
20937,20937,3,0,3,239888
20938,20938,2,0,9,0
20939,20939,3,0,4,21859
20940,20940,4,1,3,55095
20941,20941,10,4,7,29578
20942,20942,2,2,2,21029
20943,20943,19,8,6,232189
20944,20944,46,0,31,20248209
20945,20945,4,1,1,49234
20946,20946,2,0,6,0
20947,20947,2,0,5,0
20948,20948,2,0,4,0
20949,20949,3,0,11,116381
20950,20950,2,0,2,142204
20951,20951,8,0,10,256378
20952,20952,30,4,18,216957
20953,20953,22,0,17,322592
20954,20954,3,0,1,42968
20955,20955,16,58,152,2885713
20956,20956,4,3,9,188245
20957,20957,7,4,12,387793
20958,20958,2,0,4,0
20959,20959,14,1,13,217072
20960,20960,2,4,1,146854
20961,20961,2,0,15,7525
20962,20962,2,0,5,0
20963,20963,2,0,4,0
20964,20964,27,2,1,159127
20965,20965,2,0,10,0
20966,20966,22,4,14,147029
20967,20967,4,24,11,247473
20968,20968,11,0,5,52274
20969,20969,2,0,6,0
20970,20970,2,0,7,0
20971,20971,48,1,15,376635
20972,20972,2,0,11,0
20973,20973,21,0,11,94199
20974,20974,3,4,1,585667
20975,20975,50,3,21,353889
20976,20976,2,0,6,0
20977,20977,9,2,7,142369
20978,20978,2,0,11,0
20979,20979,2,0,6,0
20980,20980,2,0,10,0
20981,20981,2,0,4,0
20982,20982,4,22,9,157837
20983,20983,76,0,65,827077
20984,20984,4,11,3,107138
20985,20985,5,0,2,43424
20986,20986,11,2,15,271473
20987,20987,2,0,6,0
20988,20988,3,11,2,561350
20989,20989,4,6,6,113060
20990,20990,29,2,20,172227
20991,20991,2,0,8,0
20992,20992,13,2,7,187269
20993,20993,2,0,13,0
20994,20994,4,11,4,55164
20995,20995,2,0,2,0
20996,20996,36,2,26,767428
20997,20997,2,0,7,0
20998,20998,5,2,4,5968
20999,20999,10,0,28,312676
21000,21000,24,0,128,3246369
21001,21001,2,0,5,0
21002,21002,4,0,6,136162
21003,21003,3,0,1,33771
21004,21004,2,3,4,3738
21005,21005,4,0,5,88908
21006,21006,4,24,11,124473
21007,21007,2,0,8,0
21008,21008,49,3,22,241645
21009,21009,2,1,1,1547
21010,21010,5,32,18,488745
21011,21011,2,0,1,0
21012,21012,4,0,6,95237
21013,21013,4,10,6,42529
21014,21014,2,0,7,0
21015,21015,53,2,3,324322
21016,21016,3,2,1,158162
21017,21017,2,0,2,0
21018,21018,2,0,1,0
21019,21019,12,0,3,130726
21020,21020,12,3,7,150047
21021,21021,27,0,33,4404855
21022,21022,89,0,59,1486960
21023,21023,2,0,1,0
21024,21024,6,2,2,24276804
21025,21025,10,0,5,182717
21026,21026,2,0,8,0
21027,21027,29,3,15,4057716
21028,21028,2,0,10,0
21029,21029,2,5,2,35974
21030,21030,4,0,8,29225
21031,21031,8,0,2,3616
21032,21032,3,0,9,143862
21033,21033,2,0,10,0
21034,21034,4,0,15,142356
21035,21035,3,2,7,18691
21036,21036,4,0,17,300325
21037,21037,16,2,6,168049
21038,21038,27,2,40,613148
21039,21039,8,1,12,328826
21040,21040,27,2,18,374239
21041,21041,5,0,15,174747
21042,21042,3,0,8,86370
21043,21043,2,0,4,0
21044,21044,4,0,20,432988
21045,21045,6,2,3,46617
21046,21046,2,0,7,0
21047,21047,9,4,4,66710
21048,21048,3,0,4,30302
21049,21049,32,8,6,1446619
21050,21050,3,3,1,24260
21051,21051,2,0,15,0
21052,21052,69,2,7,456599
21053,21053,2,2,7,57568
21054,21054,3,0,17,186763
21055,21055,4,25,16,358644
21056,21056,7,0,9,190452
21057,21057,4,0,26,285810
21058,21058,37,3,20,6929229
21059,21059,2,0,5,27
21060,21060,2,0,4,0
21061,21061,2,26,5,338981
21062,21062,3,0,7,27213
21063,21063,18,2,17,193286
21064,21064,3,13,9,124072
21065,21065,21,6,9,147529
21066,21066,17,18,15,389275
21067,21067,2,0,4,0
21068,21068,8,18,16,408805
21069,21069,2,0,1,0
21070,21070,6,0,2,28964
21071,21071,4,0,4,270642
21072,21072,3,0,7,6330
21073,21073,2,0,8,0
21074,21074,2,5,3,21850
21075,21075,4,0,6,148101
21076,21076,2,0,1,357
21077,21077,2,0,4,0
21078,21078,2,1,1,13167
21079,21079,4,30,14,194852
21080,21080,2,0,9,0
21081,21081,2,0,14,0
21082,21082,4,0,14,155767
21083,21083,3,2,4,10046
21084,21084,3,0,9,171724
21085,21085,77,6,59,1099167
21086,21086,33,2,20,415383
21087,21087,4,0,3,65457
21088,21088,2,0,1,24146
21089,21089,4,116,85,3970637
21090,21090,23,1,13,178863
21091,21091,7,0,11,231848
21092,21092,16,4,12,636351
21093,21093,2,0,7,0
21094,21094,2,10,6,83727
21095,21095,19,0,5,115973
21096,21096,28,0,8,143396
21097,21097,8,2,7,141297
21098,21098,2,0,4,135007
21099,21099,2,0,8,0
21100,21100,2,0,16,0
21101,21101,2,1,1,225
21102,21102,36,1,16,203597
21103,21103,10,1,7,206820
21104,21104,66,3,51,1221359
21105,21105,4,3,14,44447
21106,21106,3,2,1,24819
21107,21107,23,2,15,243415
21108,21108,3,0,10,182517
21109,21109,2,0,11,0
21110,21110,2,0,11,0
21111,21111,4,0,14,455057
21112,21112,3,0,10,234757
21113,21113,2,0,1,0
21114,21114,3,0,11,17542
21115,21115,4,0,2,38111
21116,21116,3,0,3,165820
21117,21117,53,7,34,851193
21118,21118,4,0,5,132554
21119,21119,4,0,1,158
21120,21120,2,0,9,0
21121,21121,3,0,7,20310
21122,21122,24,0,22,389421
21123,21123,8,21,8,270191
21124,21124,3,0,10,226991
21125,21125,15,0,10,637076
21126,21126,3,2,3,14957
21127,21127,2,0,5,0
21128,21128,4,0,1,19364
21129,21129,2,0,4,0
21130,21130,3,18,8,131780
21131,21131,3,1,5,17460
21132,21132,3,14,6,117053
21133,21133,4,0,4,13043
21134,21134,2,0,6,0
21135,21135,39,2,38,1614177
21136,21136,10,0,4,80341
21137,21137,16,3,14,587997
21138,21138,29,2,9,392806
21139,21139,4,0,29,1549862
21140,21140,27,0,4,2491281
21141,21141,3,0,7,0
21142,21142,75,2,13,446571
21143,21143,3,0,6,100485
21144,21144,2,0,2,0
21145,21145,53,2,31,431199
21146,21146,40,3,34,583920
21147,21147,2,0,3,21289
21148,21148,2,0,2,0
21149,21149,2,17,1,89152
21150,21150,4,2,7,52693
21151,21151,2,0,11,0
21152,21152,24,3,18,292048
21153,21153,20,6,6,310216
21154,21154,3,0,5,113703
21155,21155,6,1,1,33537
21156,21156,2,0,5,0
21157,21157,6,0,1,36192
21158,21158,2,0,6,0
21159,21159,11,4,6,60151
21160,21160,4,2,2,10892
21161,21161,2,0,8,0
21162,21162,2,0,5,10561
21163,21163,8,0,8,274416
21164,21164,2,0,1,0
21165,21165,4,26,8,149041
21166,21166,2,0,5,0
21167,21167,15,1,1,19507
21168,21168,12,5,4,294187
21169,21169,43,1,12,13831514
21170,21170,66,3,25,947651
21171,21171,19,2,19,580925
21172,21172,3,0,2,0
21173,21173,2,0,1,4763
21174,21174,2,0,2,0
21175,21175,11,1,1,6294
21176,21176,7,2,8,235299
21177,21177,2,0,15,1063495
21178,21178,2,1,2,1626
21179,21179,103,0,70,1266745
21180,21180,35,1,20,404241
21181,21181,3,7,5,231186
21182,21182,2,0,5,0
21183,21183,2,0,1,1524
21184,21184,2,0,1,160
21185,21185,3,1,1,141
21186,21186,2,0,23,0
21187,21187,20,0,13,310481
21188,21188,7,0,2,132198
21189,21189,2,0,8,0
21190,21190,2,0,9,0
21191,21191,4,0,1,11941
21192,21192,3,0,1,50963
21193,21193,7,0,8,160510
21194,21194,2,0,2,0
21195,21195,2,0,30,0
21196,21196,8,1,3,119056
21197,21197,5,0,2,63451
21198,21198,31,4,16,214051
21199,21199,11,11,10,741249
21200,21200,3,21,10,484097
21201,21201,44,1,10,623788
21202,21202,76,2,42,373743
21203,21203,4,0,3,39355
21204,21204,27,0,13,248369
21205,21205,3,0,4,82094
21206,21206,2,4,4,141456
21207,21207,64,2,15,1134207
21208,21208,4,0,3,34781
21209,21209,2,0,2,0
21210,21210,17,0,5,104209
21211,21211,3,0,2,0
21212,21212,15,0,13,269317
21213,21213,2,0,5,0
21214,21214,17,1,9,103585
21215,21215,2,0,4,0
21216,21216,3,0,7,163092
21217,21217,9,1,3,62743
21218,21218,48,2,203,4415618
21219,21219,10,0,4,52464
21220,21220,3,0,1,0
21221,21221,2,0,1,0
21222,21222,4,0,9,193334
21223,21223,33,4,20,1079377
21224,21224,5,11,6,252100
21225,21225,21,1,45,3371538
21226,21226,2,0,2,0
21227,21227,4,0,6,182451
21228,21228,9,2,4,185532
21229,21229,4,8,6,75473
21230,21230,13,1,11,336108
21231,21231,3,0,5,81461
21232,21232,3,3,2,13568
21233,21233,2,0,4,0
21234,21234,2,0,8,1272
21235,21235,3,1,1,311
21236,21236,2,0,7,0
21237,21237,3,3,2,84534
21238,21238,9,51,11,664584
21239,21239,2,0,7,0
21240,21240,4,6,6,91696
21241,21241,2,7,1,90467
21242,21242,6,3,5,81930
21243,21243,2,0,12,0
21244,21244,3,0,1,44674
21245,21245,2,0,1,0
21246,21246,34,3,91,1373124
21247,21247,2,0,2,0
21248,21248,3,0,2,13453
21249,21249,2,0,1,0
21250,21250,2,0,1,0
21251,21251,32,0,97,2259996
21252,21252,32,1,15,523810
21253,21253,2,0,1,0
21254,21254,2,0,18,0
21255,21255,5,1,3,22739
21256,21256,2,0,14,0
21257,21257,3,20,8,187084
21258,21258,2,0,3,0
21259,21259,3,0,5,39167
21260,21260,10,5,12,554751
21261,21261,2,0,3,129696
21262,21262,11,0,7,181704
21263,21263,2,0,4,0
21264,21264,2,0,3,0
21265,21265,2,0,3,0
21266,21266,3,0,1,40516
21267,21267,3,0,8,173951
21268,21268,2,0,5,0
21269,21269,84,8,55,219684
21270,21270,8,0,3,30407
21271,21271,4,1,2,1493
21272,21272,12,1,10,1771398
21273,21273,33,0,13,252650
21274,21274,5,15,6,307056
21275,21275,25,1,26,654496
21276,21276,6,4,14,177052
21277,21277,2,0,1,0
21278,21278,3,10,4,77030
21279,21279,3,2,1,24816
21280,21280,6,0,16,200259
21281,21281,4,0,1,35615
21282,21282,2,0,1,21750
21283,21283,16,0,9,212538
21284,21284,2,0,18,0
21285,21285,4,0,1,13580
21286,21286,9,0,23,492071
21287,21287,3,0,7,410751
21288,21288,6,0,3,17868
21289,21289,5,2,7,48617
21290,21290,2,0,3,0
21291,21291,7,0,3,43869
21292,21292,4,0,9,107046
21293,21293,6,1,2,52790
21294,21294,2,0,5,0
21295,21295,2,0,1,8654
21296,21296,18,5,12,511253
21297,21297,8,16,7,107809
21298,21298,86,2,38,1417631
21299,21299,3,2,2,28252
21300,21300,10,1,7,614943
21301,21301,129,2,53,1469130
21302,21302,3,2,6,10865
21303,21303,6,26,7,193579
21304,21304,10,0,86,4711698
21305,21305,27,0,15,381769
21306,21306,7,0,51,646166
21307,21307,3,0,1,194764
21308,21308,2,0,9,60166
21309,21309,17,8,14,156689
21310,21310,2,0,5,718924
21311,21311,9,0,7,132096
